exp_num,width,batchnorm,skip,opt,epoch,lr,wd,bs,mo,lrdecay,trainloss,trainerr,valloss,valerr,flatness,div
1739,8, False, False, sgd,250,0.01,0,64,0, True,3.05E-05,0,3.877613863,36.38,0.024806461,2.007424819
965,8, True, False, sgd,250,0.05,0,6.40E+01,0.9, False,2.93E-07,0,1.044796891,13.16,0.02354909,2.007411729
513,4, True, False, sgd,250,0.01,0,32,0.5, False,9.92E-07,0,1.204357811,18.36,0.006444077,2.007405835
1414,6, False, False, sgd,250,0.01,0,3.20E+01,0, True,2.10E-05,0,3.766188583,33.25,0.028269875,2.00740011
1940,8, False, False, sgd,250,0.05,0.0001,6.40E+01,0.9, False,2.304581138,90.00000001,2.304580943,90,7.734251678,2.007378479
1327,6, False, False, sgd,250,0.005,0.0001,3.20E+01,0.5, True,3.57E-05,0,3.154217638,31.39,0.030273406,2.007359461
553,6, True, False, sgd,250,0.05,0.0001,32,0, True,4.60E-05,0,0.694900818,14.94,0.015656009,2.007358629
991,6, False, True, sgd,250,0.005,0,16,0.5, True,2.00E-05,0,1.984821001,22.01,0.040885501,2.007356203
308,8, True, True, sgd,250,0.05,0,16,0.9, False,0.000172683,0.002,1.04576406,13.64,0.070859625,2.007337314
10,6, True, False, sgd,250,0.005,0,16,0, True,1.84E-05,0,1.026209491,20.9,0.005711403,2.00730334
855,4, True, False, sgd,250,0.01,0,6.40E+01,0.9, False,2.82E-05,0,1.217273812,17.1,0.004007681,2.007291359
1106,8, False, True, sgd,250,0.01,0.01,16,0.5, True,0.011862899,0,0.939636295,22.02,0.032478049,2.007282339
963,4, True, False, sgd,250,0.05,0,64,0.9, False,8.69E-07,0,1.20207876,14.94,0.023734738,2.007265627
117,4, True, False, sgd,250,0.01,0,16,0, True,2.18E-05,0,1.018651643,19.16,0.010004268,2.007262684
1352,8, False, True, sgd,250,0.005,0,3.20E+01,0, False,1.10E-06,0,2.979775748,25.91,0.028040286,2.007255024
1064,8, False, True, sgd,250,0.005,0,16,0.9, False,0.397984545,10.70400001,1.858822165,34.27,0.705788101,2.007240921
625,6, True, False, sgd,250,0.05,0.0001,3.20E+01,0.5, False,0.011827727,0.347999973,0.735125809,15.83,0.031881243,2.007220128
830,8, True, True, sgd,250,0.01,0,6.40E+01,0.5, False,1.68E-05,0,1.329109484,23.49,0.005370455,2.007198721
1154,8, False, True, sgd,250,0.01,0,16,0.5, False,3.50E-07,0,2.284375734,19.41,0.041496556,2.007197777
1566,4, False, True, sgd,250,0.05,0,32,0, False,0.010940195,0.316000049,2.558885886,24.43,0.079978861,2.007174899
378,4, True, True, sgd,250,0.005,0,32,0, False,7.75E-06,0,1.731681823,27.33,0.003588294,2.007172847
1782,4, False, True, sgd,250,0.01,0,6.40E+01,0, False,1.97E-06,0,3.521201214,26.12,0.037955812,2.007170928
290,8, True, True, sgd,250,0.05,0,16,0.5, False,6.95E-05,0.002,1.05016485,14.68,0.013342726,2.00714133
284,8, True, False, sgd,250,0.05,0.0001,16,0, False,0.011619777,0.368000051,0.712722492,15.31,0.034769849,2.007122571
1309,6, False, False, sgd,250,0.005,0.0001,3.20E+01,0, True,4.49E-05,0,3.583729829,35.35,0.026648644,2.007116899
1027,6, False, True, sgd,250,0.005,0,16,0, False,5.36E-07,0,2.822350499,23.89,0.026795953,2.007111874
1289,8, False, False, sgd,250,0.05,0,1.60E+01,0.9, False,2.306384204,90,2.306384315,90,7.947890108,2.007108321
819,4, True, False, sgd,250,0.01,0,64,0, False,0.000212399,0.004,1.76254448,27.89,0.003062009,2.007108111
1583,8, False, False, sgd,250,0.05,0.01,32,0, False,2.302735899,90,2.302735812,90,8.449683966,2.007106204
1045,6, False, True, sgd,250,0.005,0,16,0.5, False,4.67E-07,0,2.533104873,22.31,0.032549911,2.007100598
1578,4, False, False, sgd,250,0.05,0.0001,32,0, False,0.012142139,0.354000051,1.683016475,26.07,0.055190186,2.007068353
1919,8, False, False, sgd,250,0.05,0,64,0.5, False,0.036645486,0.942000073,2.685678297,26.96,0.066685019,2.007028749
1751,8, False, True, sgd,250,0.01,0.0001,64,0.5, True,2.81E-05,0,1.900216282,23.51,0.037929878,2.006999796
324,4, True, True, sgd,250,0.005,0,3.20E+01,0, True,7.31E-05,0,1.477761081,28.26,0.004392431,2.006995765
607,6, True, False, sgd,250,0.05,0.0001,3.20E+01,0, False,0.000196456,0,0.521907053,12.8,0.02308627,2.00699485
122,8, True, False, sgd,250,0.01,0.0001,1.60E+01,0, True,1.89E-05,0,0.800051454,16.92,0.009404825,2.006958871
1640,8, False, True, sgd,250,0.005,0,64,0.5, True,1.35E-05,0,2.325451441,25.69,0.031287813,2.006955721
1178,8, False, True, sgd,250,0.01,0.01,16,0.9, False,1.236364062,42.78000001,1.259177294,43.54,0.182969094,2.006942138
1766,8, False, True, sgd,250,0.01,0,64,0.9, True,1.45E-05,0,1.798346728,19.74,0.055631277,2.006928627
1864,6, False, False, sgd,250,0.05,0,64,0.5, True,1.49E-05,0,3.632044368,29.35,0.05144105,2.006920859
721,6, True, True, sgd,250,0.005,0,6.40E+01,0.5, False,1.73E-05,0,1.641982403,27.51,0.004647614,2.006919419
473,8, True, True, sgd,250,0.01,0.0001,32,0.9, True,0.000121626,0,0.571541577,15.11,0.01737428,2.006908564
962,8, True, True, sgd,250,0.05,0.01,64,0.9, False,1.641027481,56.822,1.648819559,57.28,0.087755085,2.006866347
247,6, True, False, sgd,250,0.05,0.0001,1.60E+01,0.5, True,0.000235376,0,0.541372171,13.55,0.048765668,2.006863604
1161,4, False, False, sgd,250,0.01,0,16,0.5, False,0.153664132,4.728000083,1.87550185,31.82,0.184288822,2.006862377
847,6, True, True, sgd,250,0.01,0,6.40E+01,0.9, False,2.53E-06,0,1.117654451,17.64,0.013464226,2.006859799
808,6, True, False, sgd,250,0.01,0.01,64,0.9, True,0.024135988,0,0.409557573,11.71,0.01816787,2.006856353
961,6, True, True, sgd,250,0.05,0.01,6.40E+01,0.9, False,2.038216872,67.81599999,2.055457074,68.75,0.05894015,2.006850807
425,8, True, False, sgd,250,0.005,0,32,0.9, False,3.05E-07,0,0.961582878,14.81,0.008501013,2.006823585
1895,8, False, True, sgd,250,0.05,0.0001,64,0, False,8.72E-05,0,2.579163691,24.55,0.004644626,2.006816674
1904,8, False, False, sgd,250,0.05,0.0001,6.40E+01,0, False,0.004768252,0.126,2.139595964,30.21,0.032518662,2.006810253
1759,6, False, False, sgd,250,0.01,0.0001,6.40E+01,0.5, True,3.57E-05,0,3.30246837,32.8,0.030486473,2.006800306
538,6, True, False, sgd,250,0.01,0.01,3.20E+01,0.9, False,1.517194002,50.25000004,1.53566595,50.8,0.142563051,2.006793675
194,8, True, False, sgd,250,0.01,0.0001,1.60E+01,0.5, False,0.000154198,0,0.520082622,12.75,0.017269047,2.006786219
49,6, True, False, sgd,250,0.005,0.0001,1.60E+01,0.9, True,0.000114147,0,0.630983266,13.8,0.030931324,2.006763694
1163,8, False, False, sgd,250,0.01,0,16,0.5, False,4.74E-07,0,3.428977863,24.83,0.032448693,2.006724117
550,6, True, False, sgd,250,0.05,0,32,0, True,3.45E-06,0,0.952417425,15.76,0.011828269,2.00672086
0,4, True, True, sgd,250,0.005,0,16,0, True,2.65E-05,0,1.228687922,23.22,0.005214042,2.006668787
470,8, True, True, sgd,250,0.01,0,3.20E+01,0.9, True,1.20E-05,0,1.005376068,15.74,0.0032145,2.006631319
1921,6, False, False, sgd,250,0.05,0.0001,64,0.5, False,0.02578744,0.793999968,2.079452173,32.81,0.053689834,2.006617187
1324,6, False, False, sgd,250,0.005,0,3.20E+01,0.5, True,2.22E-05,0,3.30359895,30.92,0.028479149,2.006605295
414,4, True, True, sgd,250,0.005,0,32,0.9, False,4.28E-07,0,1.233035662,18.29,0.006234016,2.00660301
1089,4, False, False, sgd,250,0.01,0,1.60E+01,0, True,1.81E-05,0,3.767013933,30,0.036183455,2.006556112
213,4, True, False, sgd,250,0.01,0.01,1.60E+01,0.9, False,1.43174074,49.38,1.429951671,49.21,0.072927983,2.006553423
1925,8, False, False, sgd,250,0.05,0.01,64,0.5, False,2.302732971,90,2.302732926,90,8.370568482,2.006550985
1407,4, False, True, sgd,250,0.01,0.0001,3.20E+01,0, True,3.91E-05,0,2.068048766,24.21,0.042654508,2.006547002
1827,4, False, False, sgd,250,0.01,0,64,0.9, False,2.302632955,90,2.302633045,90,9.515583685,2.006527134
1368,4, False, True, sgd,250,0.005,0,32,0.5, False,7.02E-07,0,2.930931322,23.47,0.028497544,2.006492083
1102,6, False, True, sgd,250,0.01,0.0001,16,0.5, True,5.90E-05,0,1.577342368,20.36,0.063284333,2.0064726
1150,6, False, False, sgd,250,0.01,0.01,16,0, False,0.566476113,17.91400006,1.772267491,53.31,0.11415633,2.006443689
1143,4, False, False, sgd,250,0.01,0,16,0, False,1.51E-06,0,4.287898119,29.76,0.027919805,2.006432641
1911,4, False, True, sgd,250,0.05,0.0001,64,0.5, False,0.000132558,0,2.144048492,21.66,0.007682169,2.006405182
1526,8, False, False, sgd,250,0.05,0.0001,32,0, True,6.18E-05,0,2.268840839,26.63,0.050228669,2.006372924
1335,4, False, True, sgd,250,0.005,0.0001,32,0.9, True,8.91E-05,0,1.514704919,19.93,0.082398598,2.006372537
1520,8, False, True, sgd,250,0.05,0.01,32,0, True,0.011497124,0,1.0734386,23.71,0.020967175,2.006337165
832,6, True, True, sgd,250,0.01,0.0001,64,0.5, False,0.000114334,0,1.037120019,23.73,0.006566301,2.006327159
859,6, True, False, sgd,250,0.01,0.0001,64,0.9, False,0.000139711,0,0.552932355,12.91,0.02483029,2.006291068
1811,8, False, False, sgd,250,0.01,0,64,0.5, False,4.35E-07,0,4.220020437,29.57,0.019421477,2.006277161
338,8, True, False, sgd,250,0.005,0.0001,3.20E+01,0, True,2.53E-05,0,1.132079945,23.4,0.005763257,2.006274502
1813,6, False, False, sgd,250,0.01,0.0001,64,0.5, False,3.92E-05,0,2.901627914,31.29,0.034903051,2.006271326
1061,8, False, False, sgd,250,0.005,0.01,16,0.5, False,0.275185614,8.144000039,1.321654134,39.11,0.082171896,2.006248317
1772,8, False, True, sgd,250,0.01,0.01,6.40E+01,0.9, True,0.012630824,0,1.035468763,23.27,0.017059407,2.006245895
958,6, True, True, sgd,250,0.05,0.0001,64,0.9, False,0.046356803,1.564000049,0.751986928,17.51,0.049912436,2.006244556
1138,6, False, True, sgd,250,0.01,0.0001,1.60E+01,0, False,9.28E-05,0,2.787773048,25.82,0.003203008,2.006224703
526,6, True, True, sgd,250,0.01,0.0001,3.20E+01,0.9, False,0.008136168,0.244000051,0.741221559,16.39,0.023556402,2.006183144
1783,6, False, True, sgd,250,0.01,0,64,0, False,1.43E-06,0,3.274495676,26.36,0.032482261,2.006146764
1498,6, False, True, sgd,250,0.01,0.0001,3.20E+01,0.9, False,0.0279283,0.863999968,1.25470543,21.14,0.059728812,2.006117127
1580,8, False, False, sgd,250,0.05,0.0001,32,0, False,0.012437452,0.38,1.949120759,30.19,0.043668201,2.006096262
1331,8, False, False, sgd,250,0.005,0.01,32,0.5, True,0.005715344,0,2.383811322,40.86,0.058731995,2.006089137
1476,4, False, True, sgd,250,0.01,0,32,0.5, False,5.37E-07,0,2.657087175,21.9,0.036924336,2.006071143
1053,4, False, False, sgd,250,0.005,0,1.60E+01,0.5, False,6.76E-07,0,4.220359203,28.7,0.027399648,2.006067429
28,6, True, False, sgd,250,0.005,0,16,0.5, True,1.34E-05,0,0.941319547,17.29,0.008772254,2.00605928
767,8, True, False, sgd,250,0.01,0,6.40E+01,0, True,3.43E-05,0,1.243431954,24.5,0.004785652,2.006050924
922,6, True, True, sgd,250,0.05,0.0001,64,0, False,0.00012043,0,0.695009392,16.89,0.010985084,2.006044437
99,4, True, False, sgd,250,0.005,0,16,0.9, False,1.93E-06,0,1.168518789,15.48,0.009599471,2.006039687
477,4, True, False, sgd,250,0.01,0,3.20E+01,0.9, True,6.84E-06,0,1.019770344,15.95,0.02340426,2.006035663
1305,4, False, False, sgd,250,0.005,0,32,0, True,3.70E-05,0,4.185119317,36.56,0.026548559,2.006015865
742,6, True, True, sgd,250,0.005,0.0001,6.40E+01,0.9, False,0.000104469,0,0.674491678,18.03,0.010506772,2.005992311
225,4, True, False, sgd,250,0.05,0,16,0, True,1.21E-05,0,0.951428713,15.82,0.020934053,2.005990709
1234,6, False, False, sgd,250,0.05,0,16,0.9, True,1.24E-05,0,6.749104005,32.32,0.057700863,2.005988098
1712,8, False, True, sgd,250,0.005,0,6.40E+01,0.9, False,4.22E-07,0,2.257159249,20.64,0.035061967,2.005970701
1311,4, False, False, sgd,250,0.005,0.01,32,0, True,0.006703572,0,2.566813138,39.01,0.066192069,2.005969812
180,4, True, True, sgd,250,0.01,0,16,0.5, False,0.000249639,0.004,1.275723141,19.37,0.016590181,2.005938504
649,6, True, True, sgd,250,0.005,0,6.40E+01,0, True,0.000171695,0,1.655969255,32.08,0.004337515,2.005924162
562,6, True, True, sgd,250,0.05,0.0001,3.20E+01,0.5, True,0.000105238,0.002,0.676746125,14.83,0.018346374,2.005923584
904,6, True, True, sgd,250,0.05,0.0001,6.40E+01,0.9, True,0.000241979,0,0.559936113,13.74,0.051946767,2.005909158
1658,8, False, True, sgd,250,0.005,0,6.40E+01,0.9, True,1.47E-05,0,1.947529395,20.64,0.040328297,2.005900216
813,4, True, True, sgd,250,0.01,0.0001,6.40E+01,0, False,4.04E-05,0,1.507424541,28.19,0.003547302,2.005896365
1321,6, False, True, sgd,250,0.005,0.01,32,0.5, True,0.008890138,0,1.329492288,27.7,0.050303134,2.005889149
176,8, True, False, sgd,250,0.01,0.0001,1.60E+01,0, False,0.000394139,0.002,0.769262772,16.19,0.008157131,2.005876117
1755,4, False, False, sgd,250,0.01,0,64,0.5, True,2.36E-05,0,4.306314565,34.76,0.029803818,2.005869161
1513,6, False, True, sgd,250,0.05,0,32,0, True,2.14E-05,0,2.002872549,21.62,0.0669692,2.005840888
544,6, True, True, sgd,250,0.05,0.0001,32,0, True,5.79E-05,0,0.68955065,16.03,0.014921512,2.005828381
749,8, True, False, sgd,250,0.005,0,6.40E+01,0.9, False,1.73E-06,0,1.0364592,16.6,0.005338283,2.005787238
1485,4, False, False, sgd,250,0.01,0,3.20E+01,0.5, False,1.02E-06,0,4.276310471,27.95,0.027457301,2.00578264
289,6, True, True, sgd,250,0.05,0,1.60E+01,0.5, False,0.000134371,0.002,1.096420617,14.8,0.025077765,2.005781648
757,6, True, True, sgd,250,0.01,0,6.40E+01,0, True,5.46E-05,0,1.532145573,28.24,0.005658337,2.005771432
1036,6, False, False, sgd,250,0.005,0,16,0, False,4.48E-07,0,4.301677627,30.62,0.020192359,2.005744932
1705,6, False, False, sgd,250,0.005,0.0001,64,0.5, False,2.89E-05,0,3.063498708,33.57,0.031055966,2.005726361
1264,6, False, True, sgd,250,0.05,0.0001,1.60E+01,0.5, False,0.017839822,0.528000049,1.067340996,21.02,0.118574802,2.005716769
1863,4, False, False, sgd,250,0.05,0,64,0.5, True,1.84E-05,0,3.762092732,26.72,0.056716888,2.005712027
1019,8, False, False, sgd,250,0.005,0,16,0.9, True,0.000116307,0,4.426094915,32.24,0.06766589,2.005693224
1800,4, False, True, sgd,250,0.01,0,64,0.5, False,6.59E-07,0,2.973706855,23.19,0.029174838,2.005673614
1444,6, False, True, sgd,250,0.01,0.0001,32,0.9, True,0.00012959,0,1.316756983,19.17,0.100903677,2.00566774
265,6, True, False, sgd,250,0.05,0.0001,1.60E+01,0.9, True,0.000236224,0,0.476251056,11.75,0.041064556,2.005623999
1211,8, False, True, sgd,250,0.05,0.0001,1.60E+01,0.5, True,0.000325536,0,1.121855823,19.06,0.183764866,2.005621128
1292,8, False, False, sgd,250,0.05,0.0001,1.60E+01,0.9, False,2.306378019,90,2.306377859,90,7.940954721,2.005603776
789,4, True, False, sgd,250,0.01,0.01,64,0.5, True,0.025471328,0,0.376892333,10.71,0.019171885,2.005590535
1210,6, False, True, sgd,250,0.05,0.0001,1.60E+01,0.5, True,0.000423798,0,1.190804142,20.21,0.218029875,2.005589645
491,8, True, True, sgd,250,0.01,0.0001,3.20E+01,0, False,2.23E-05,0,1.019366806,23.11,0.004415674,2.005582553
931,6, True, False, sgd,250,0.05,0.0001,64,0, False,9.92E-05,0,0.662628223,15.44,0.012509088,2.00557401
317,8, True, False, sgd,250,0.05,0,1.60E+01,0.9, False,1.10E-06,0,1.122743184,13.95,0.040934971,2.005541169
68,8, True, False, sgd,250,0.005,0.0001,1.60E+01,0, False,1.98E-05,0,0.805837994,18.69,0.006109283,2.005495808
321,4, True, False, sgd,250,0.05,0.01,16,0.9, False,2.306534803,90,2.306534843,90,6.647334301,2.005491756
1293,4, False, False, sgd,250,0.05,0.01,1.60E+01,0.9, False,2.306534803,90,2.306534843,90,6.647333859,2.005491756
1842,4, False, True, sgd,250,0.05,0.01,6.40E+01,0, True,0.011889991,0,1.235559066,25.81,0.087851674,2.005481081
1579,6, False, False, sgd,250,0.05,0.0001,32,0, False,0.013252526,0.382000024,2.125148318,30.49,0.058082441,2.00545349
661,6, True, False, sgd,250,0.005,0.0001,6.40E+01,0, True,0.000139596,0,1.396078519,29.29,0.004628882,2.005441225
142,6, True, False, sgd,250,0.01,0.01,16,0.5, True,0.024474273,0.002,0.374360903,10.57,0.020036703,2.005409773
1160,8, False, True, sgd,250,0.01,0.01,1.60E+01,0.5, False,0.526286688,17.43200003,0.788158331,24.88,0.099537666,2.00537382
1622,8, False, True, sgd,250,0.005,0,64,0, True,3.73E-05,0,2.674570914,27.91,0.034715486,2.005353046
45,4, True, False, sgd,250,0.005,0,16,0.9, True,1.09E-05,0,0.954520926,15.45,0.022152888,2.005337362
1315,6, False, True, sgd,250,0.005,0,32,0.5, True,2.98E-05,0,1.981570788,22.72,0.034557375,2.005301705
193,6, True, False, sgd,250,0.01,0.0001,16,0.5, False,8.54E-05,0,0.661967841,13.9,0.01880919,2.005288646
263,8, True, False, sgd,250,0.05,0,1.60E+01,0.9, True,4.70E-06,0,0.92348305,13.67,0.063989039,2.005285671
1633,6, False, False, sgd,250,0.005,0.0001,6.40E+01,0, True,6.90E-05,0,3.833116401,37.87,0.025251139,2.005244557
1111,6, False, False, sgd,250,0.01,0.0001,1.60E+01,0.5, True,4.61E-05,0,2.404705688,26.55,0.04640871,2.005241052
1471,6, False, False, sgd,250,0.01,0.0001,3.20E+01,0, False,3.91E-05,0,2.941134666,31.6,0.034905729,2.005197628
1644,4, False, True, sgd,250,0.005,0.01,64,0.5, True,0.011115825,0,1.364571951,27.36,0.096825937,2.005164891
463,6, True, False, sgd,250,0.01,0.0001,32,0.5, True,3.35E-05,0,0.854941787,17.57,0.0036833,2.005163631
282,4, True, False, sgd,250,0.05,0.0001,1.60E+01,0, False,0.020757444,0.646000076,0.805611406,17.1,0.027256778,2.005136741
1757,8, False, False, sgd,250,0.01,0,64,0.5, True,1.98E-05,0,3.450247757,30.82,0.027647004,2.005126586
500,8, True, False, sgd,250,0.01,0.0001,3.20E+01,0, False,2.42E-05,0,0.772808263,18.81,0.007582195,2.005117381
914,8, True, False, sgd,250,0.05,0.0001,6.40E+01,0.9, True,0.000225698,0,0.503347339,12.06,0.051276705,2.005105746
588,4, True, False, sgd,250,0.05,0.0001,32,0.9, True,0.000315608,0,0.541304584,13.22,0.06065391,2.005095685
1486,6, False, False, sgd,250,0.01,0,32,0.5, False,3.72E-07,0,3.965175121,27.85,0.024264828,2.005075875
1454,8, False, False, sgd,250,0.01,0.0001,3.20E+01,0.9, True,0.000105622,0,1.530194965,20.33,0.065683894,2.005070681
236,8, True, True, sgd,250,0.05,0,16,0.5, True,9.50E-06,0,0.933753273,14.41,0.006063472,2.005037795
1849,6, False, False, sgd,250,0.05,0.0001,6.40E+01,0, True,4.26E-05,0,3.764107468,34.35,0.039633879,2.005012525
1752,4, False, True, sgd,250,0.01,0.01,64,0.5, True,0.009382942,0,1.387063529,27.72,0.064189627,2.005008889
683,8, True, False, sgd,250,0.005,0.01,64,0.5, True,0.026659294,0,0.400486753,11.31,0.020195633,2.004972867
1923,4, False, False, sgd,250,0.05,0.01,64,0.5, False,2.30262316,90,2.302623179,90,8.317472349,2.004969959
1632,4, False, False, sgd,250,0.005,0.0001,64,0, True,8.43E-05,0,4.429625457,40.08,0.027587217,2.004937099
1623,4, False, True, sgd,250,0.005,0.0001,6.40E+01,0, True,0.000172766,0,2.680192204,29.23,0.04855034,2.004933151
235,6, True, True, sgd,250,0.05,0,1.60E+01,0.5, True,4.73E-06,0,0.926721627,14.43,0.018827508,2.004930685
1337,8, False, True, sgd,250,0.005,0.0001,3.20E+01,0.9, True,6.40E-05,0,1.368179832,19.08,0.066403123,2.004890076
1784,8, False, True, sgd,250,0.01,0,6.40E+01,0, False,1.32E-06,0,3.212666302,26.22,0.031083125,2.004884992
1837,6, False, True, sgd,250,0.05,0,6.40E+01,0, True,2.14E-05,0,2.231936529,24.02,0.049767239,2.004883785
1629,4, False, False, sgd,250,0.005,0,64,0, True,6.96E-05,0,4.452530005,39.44,0.026124581,2.004856669
1363,6, False, False, sgd,250,0.005,0.0001,32,0, False,3.07E-05,0,3.183637801,33.74,0.031746504,2.004849569
1661,8, False, True, sgd,250,0.005,0.0001,6.40E+01,0.9, True,4.08E-05,0,1.573631659,20.39,0.048909771,2.004841556
541,6, True, True, sgd,250,0.05,0,3.20E+01,0, True,3.75E-06,0,0.978422631,16.15,0.004729424,2.004820363
1746,4, False, True, sgd,250,0.01,0,64,0.5, True,3.68E-05,0,2.267670478,23.68,0.03932671,2.004817351
1439,8, False, False, sgd,250,0.01,0.01,3.20E+01,0.5, True,0.00586976,0,2.087801612,37.73,0.060155779,2.004794904
1657,6, False, True, sgd,250,0.005,0,64,0.9, True,1.68E-05,0,2.026250907,21.39,0.043452762,2.004788866
1665,4, False, False, sgd,250,0.005,0,64,0.9, True,1.97E-05,0,2.982406068,25.14,0.041359404,2.004743868
1406,8, False, True, sgd,250,0.01,0,3.20E+01,0, True,9.27E-06,0,2.254229655,24.13,0.03326353,2.004742277
729,4, True, False, sgd,250,0.005,0,64,0.5, False,0.002992173,0.072,1.696558254,28.39,0.005256222,2.00469564
694,6, True, False, sgd,250,0.005,0,6.40E+01,0.9, True,7.90E-06,0,0.9571748,17.06,0.00764635,2.00468781
50,8, True, False, sgd,250,0.005,0.0001,1.60E+01,0.9, True,0.0001076,0,0.57021523,13.22,0.026739037,2.004687782
1612,6, False, False, sgd,250,0.05,0,32,0.9, False,2.307445148,90.00000001,2.307445276,90,7.452435834,2.004687578
1022,8, False, False, sgd,250,0.005,0.0001,1.60E+01,0.9, True,9.30E-05,0,1.590407932,21.54,0.066118523,2.004654439
1425,4, False, True, sgd,250,0.01,0.0001,32,0.5, True,5.81E-05,0,1.826460835,21.9,0.053649888,2.004621017
1479,4, False, True, sgd,250,0.01,0.0001,32,0.5, False,9.90E-05,0,2.508222919,22.17,0.004700509,2.00460885
1099,6, False, True, sgd,250,0.01,0,1.60E+01,0.5, True,2.35E-05,0,1.849522001,20.57,0.059463428,2.004575525
1525,6, False, False, sgd,250,0.05,0.0001,32,0, True,6.85E-05,0,2.503263462,27.45,0.053149063,2.00455552
1115,8, False, False, sgd,250,0.01,0.01,16,0.5, True,0.004882436,0,2.974281822,47.55,0.054102743,2.004535256
189,4, True, False, sgd,250,0.01,0,16,0.5, False,3.24E-06,0,1.208495086,17.25,0.00697669,2.00452992
1097,8, False, False, sgd,250,0.01,0.01,1.60E+01,0, True,0.005879267,0,2.036022076,37.42,0.059246736,2.004522309
1371,4, False, True, sgd,250,0.005,0.0001,32,0.5, False,8.56E-05,0,2.455579569,23.87,0.006482944,2.004502558
1021,6, False, False, sgd,250,0.005,0.0001,16,0.9, True,0.000125171,0,1.66191275,22.05,0.077557704,2.004491312
1556,8, False, True, sgd,250,0.05,0.01,3.20E+01,0.9, True,2.302584691,90.00000001,2.302584953,90,8.741979845,2.004477591
707,8, True, True, sgd,250,0.005,0.0001,6.40E+01,0, False,6.95E-05,0,1.717052223,31.52,0.002880714,2.004465557
1627,6, False, True, sgd,250,0.005,0.01,64,0, True,0.011183122,0,1.322660217,27.04,0.097290171,2.004443234
650,8, True, True, sgd,250,0.005,0,6.40E+01,0, True,0.000127423,0,1.594460216,31.29,0.002878714,2.004440373
1201,6, False, False, sgd,250,0.05,0.0001,16,0, True,0.000127732,0,2.004146639,24.7,0.075317643,2.004429185
1426,6, False, True, sgd,250,0.01,0.0001,32,0.5, True,4.33E-05,0,1.756770374,21.83,0.046588684,2.004427075
239,8, True, True, sgd,250,0.05,0.0001,1.60E+01,0.5, True,0.000214858,0.002,0.515990819,13,0.042349791,2.004386326
1649,8, False, False, sgd,250,0.005,0,64,0.5, True,2.89E-05,0,3.396262112,33.05,0.02391638,2.004350803
1066,6, False, True, sgd,250,0.005,0.0001,16,0.9, False,0.013860368,0.418000076,1.080718661,20.17,0.052152461,2.004347871
1651,6, False, False, sgd,250,0.005,0.0001,6.40E+01,0.5, True,4.17E-05,0,3.76225204,35.35,0.025980937,2.004336814
255,4, True, True, sgd,250,0.05,0.0001,1.60E+01,0.9, True,0.000237899,0.002,0.475930742,12.58,0.038384277,2.004332012
390,4, True, False, sgd,250,0.005,0.0001,32,0, False,3.28E-05,0,1.377153156,26.21,0.004198786,2.004288374
1415,8, False, False, sgd,250,0.01,0,32,0, True,1.91E-05,0,3.512240392,31.41,0.027388799,2.004263803
480,4, True, False, sgd,250,0.01,0.0001,3.20E+01,0.9, True,0.000127335,0,0.698476893,15.37,0.031282136,2.004248944
1092,4, False, False, sgd,250,0.01,0.0001,1.60E+01,0, True,4.27E-05,0,3.259672049,29.65,0.040496046,2.004243779
1435,6, False, False, sgd,250,0.01,0.0001,32,0.5, True,3.68E-05,0,2.72536439,27.59,0.037042146,2.004216435
202,6, True, True, sgd,250,0.01,0.0001,16,0.9, False,0.015275969,0.484000049,0.653976995,15.58,0.045798502,2.004202275
883,6, True, True, sgd,250,0.05,0,64,0.5, True,5.94E-06,0,0.985942758,16.98,0.011206223,2.004171047
1477,6, False, True, sgd,250,0.01,0,32,0.5, False,4.40E-07,0,2.502189219,21.53,0.032296775,2.00416343
1349,8, False, False, sgd,250,0.005,0.01,32,0.9, True,0.004981529,0,3.04020839,47.76,0.053806349,2.004130313
1530,4, False, True, sgd,250,0.05,0,32,0.5, True,8.11E-05,0,2.323386789,24.16,0.176182882,2.004115314
1336,6, False, True, sgd,250,0.005,0.0001,32,0.9, True,6.33E-05,0,1.435283024,19.62,0.066095492,2.004052436
1883,8, False, False, sgd,250,0.05,0,64,0.9, True,7.22E-06,0,6.54726141,39.05,0.024731241,2.004025143
988,6, False, False, sgd,250,0.005,0.01,16,0, True,0.005713329,0,2.293659919,40.43,0.056856684,2.003960955
585,4, True, False, sgd,250,0.05,0,32,0.9, True,7.34E-06,0,1.003390615,14.58,0.06300937,2.003948682
1443,4, False, True, sgd,250,0.01,0.0001,32,0.9, True,0.000184765,0,1.352899607,19.22,0.130498964,2.003939031
1175,8, False, True, sgd,250,0.01,0.0001,16,0.9, False,0.021018437,0.658000049,1.015489438,20.27,0.092279163,2.003927117
1255,6, False, False, sgd,250,0.05,0.0001,1.60E+01,0, False,0.044452974,1.312000044,1.472639968,25.2,0.078253492,2.003919857
1062,4, False, True, sgd,250,0.005,0,1.60E+01,0.9, False,1.355022141,39.466,1.891011717,47.99,0.726889042,2.003887504
1054,6, False, False, sgd,250,0.005,0,1.60E+01,0.5, False,4.86E-07,0,3.762034756,27.11,0.02498663,2.003885866
1282,6, False, True, sgd,250,0.05,0.0001,16,0.9, False,1.784944719,65.71,1.781523758,64.95,3.196911298,2.003875451
